quantity,totalweight,ordercompletehour,profit,price,rating,customer_isbigaccount,order_submissiondate,order_completiondate,companyname_Kinross Gold Corporation,companyname_Kirkland Lake Gold Ltd.,companyname_Others,companyname_Taseko Mines Limited,companyname_Teck Resources Limited,companyname_Yamana Gold Inc.,servicetype_COVERED THIN,servicetype_FLUID INCLUSIONS,servicetype_Standard,materialtype_Brass,materialtype_Glass,materialtype_Granite,materialtype_Plastic,materialtype_Plexiglass,materialtype_Rubber,materialtype_Steel,materialtype_Stone,materialtype_Vinyl,materialtype_Wood
694.8255762418504,772.1504298418208,23,1078.870728607165,325.7108055272218,29,1,18,19,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1070.007155079454,561.1142310900383,23,863.6024304557775,461.7627095912147,98,1,17,20,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
815.7442005219799,512.2188667799226,24,690.2517985721177,458.7699534420141,35,0,22,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
922.8427140570464,594.4767249698343,24,961.9567015290675,397.6059284040246,73,1,17,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
439.0451980371735,734.1793289439419,25,900.9309641324551,359.7264878896478,5,1,21,17,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
540.0993662079045,930.6228615692369,25,921.4275330785474,409.6162155179135,73,1,23,18,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
959.800738323422,655.3316895770125,28,905.6874198765463,393.7010950647942,14,1,22,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1347.634727513991,899.0508756551227,28,1329.096624119709,664.6049359977362,82,0,17,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1107.498629927515,731.1311627011546,28,1096.880189971799,556.0422735083397,32,0,20,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
699.5756166306357,161.5027396949628,28,134.9188638390617,178.0538117829052,61,1,18,17,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1266.750592714047,550.7453710014597,29,1099.203116068653,509.8730097388131,31,1,20,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
266.7661097311932,357.8377134837181,29,394.1148909880575,79.9259241457223,87,0,18,20,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1146.789679299503,356.657435319315,30,891.8081769780115,457.349322047452,4,0,17,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
381.1981697011257,420.3347960943858,30,592.9593665238282,238.2784347108452,73,0,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1143.357548983551,383.2594948004282,33,933.3916268609886,508.6208640696074,4,1,22,18,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1115.096793830049,620.7489821053902,33,1097.2114976329,433.6368767811659,92,1,20,17,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1259.480234014097,715.2413503182013,33,1023.828304290735,538.992756344402,14,0,21,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
733.6259063900179,341.874448369062,33,607.9125858741907,405.4175764271268,81,0,20,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
715.7994912695032,216.7863603115432,34,516.7521903615528,322.3723543343498,17,0,18,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1194.953576794801,152.9278488410159,34,751.9436319000756,472.9135359357245,73,0,19,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
418.517052342869,618.177560527497,37,773.2364152527501,324.7121104603794,26,1,19,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
394.7710644729299,267.5171496997021,37,370.135496012763,218.8769156990448,75,1,17,22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1010.370528444827,108.3231948013294,38,493.3091139169517,283.6066842950448,35,0,18,22,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1332.944620641686,934.9777713913337,38,1437.226199038568,743.0459587522795,92,1,20,19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1033.692372954677,583.4263771749165,39,908.779983856593,465.0243841817024,36,0,21,18,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
316.3341383198241,183.2033622222755,39,273.5677722526227,73.21047453761618,61,0,17,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
878.5628820278727,858.6290009147368,39,1179.848971049065,598.4698427130146,28,1,21,18,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
736.6906404184072,984.8824644611062,39,1221.33265478521,522.6992636955464,65,1,17,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
569.7786853250396,503.7405958159455,40,691.8060448007627,332.3832767496461,55,1,21,22,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
929.5962274940596,138.2406474143424,40,387.960593173922,275.1013351540508,47,0,20,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
945.4892661305632,205.7913466804571,40,654.457741296764,378.1090901049783,42,0,22,21,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
889.8302342390153,443.4883719808889,40,806.3493330181334,423.0621341952157,42,1,20,23,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1003.980488338438,896.9703737039894,42,1317.873626389766,487.5556972891872,52,0,19,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
988.8330989968199,233.2348113499858,42,576.9532432667052,297.348867142754,60,0,20,23,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
638.6112613606708,841.591084602426,43,1007.258534596059,466.2922859232304,54,1,22,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
303.9689896713663,113.4786341971175,43,182.0153117926681,82.89620028646985,60,1,22,20,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1058.296560682985,511.6498289072299,43,901.1353538076536,515.6477347627634,45,0,17,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
929.9630426375329,679.9574268555112,43,1097.900331811747,502.3141990826954,41,1,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
683.7030719046593,154.3415338230367,44,372.4490799682995,251.1566681253488,50,0,22,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1320.253445827934,653.286475554838,44,1146.0956805508,545.5549766725195,46,1,21,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573.754776457116,949.9637093226005,46,1071.920284127055,382.4118698060083,51,0,20,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
246.5243510768959,244.2339281229356,46,422.1007853763415,170.664447176429,46,0,19,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1255.454327886027,756.6502447318175,46,1152.967800506909,614.7480792271327,56,1,18,20,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
475.4601043001694,648.184508149189,46,910.8203394598306,326.8610594336586,55,0,17,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330.4273168349688,266.6047499913075,47,335.5057275516514,176.787443896901,52,1,21,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194.0482663798113,105.5830732384294,47,150.3080966628675,54.99521480030345,59,1,18,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
780.0655639732358,108.3560054553344,48,389.4997292402613,260.8913884025023,51,1,20,20,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
795.845863894993,578.8831682548257,48,677.563811410304,362.0054673845661,59,1,17,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1261.340199877228,948.5014686050741,48,1366.952233264149,660.3058113176535,50,1,21,18,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
662.5925776583056,679.8687647190511,48,1028.973606290375,419.388689808509,48,0,20,19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
711.6205383845877,742.8698616643693,48,979.6410871049972,403.8980318696333,59,1,21,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
716.0311397647213,544.4789382284835,48,839.4752683748511,301.0002017123733,47,0,17,19,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1029.800788469384,623.7000483711129,49,985.3468600392317,579.0232677936222,55,0,20,21,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
206.3094473311949,213.7307727975431,49,244.1653455075449,77.50745492440052,42,1,20,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
874.6824676102964,889.1385583605677,50,1070.171628082741,593.7630559266025,49,1,17,23,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
978.7403198131425,784.7133658001217,50,1197.064477140224,482.0980103280801,56,1,20,22,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1421.016111562521,998.3790575601486,54,1500.474940470029,665.1919055780619,47,0,18,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
584.455170417501,367.9506528000592,54,768.0877728020255,369.4041209014164,54,0,21,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
580.5339300818466,304.3159946164521,54,433.6237116804269,364.2245666216829,53,1,18,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
232.4136706582842,212.6454921652086,54,302.5261186883553,74.6671461488522,48,1,21,19,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
703.7645316161467,967.7887809544403,54,998.6189122632002,565.7724293398371,52,1,21,22,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1362.614198257039,802.7966661652213,54,1270.330374360259,693.2119338487084,42,1,20,18,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
306.1178785034311,249.6921523476748,54,318.2910372705475,117.4450110804498,51,0,18,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1208.919102378047,597.4178239973926,54,1103.372096958463,546.5740511610212,55,0,19,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
734.1712618378522,472.3913872605491,54,740.146956218543,280.986727450291,41,0,21,18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
276.2287398025816,236.3374070255735,54,398.7839782125011,72.49853964294309,44,1,22,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309.6648940341959,245.8656865269689,54,452.5319741256176,140.9368992724635,57,0,20,18,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1425.202579373241,967.1229952706672,54,1413.243778281181,733.3370260129195,46,1,23,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
687.269120326691,374.46776466195,57,549.8187261047784,396.7466957269672,58,0,19,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1146.236173779689,947.295362515549,57,1507.756029022519,668.9812360832967,55,0,18,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
855.405133818799,168.049605758576,58,624.9801129671434,327.1439126514581,60,1,22,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1014.55390153936,514.7227380638715,58,943.3858531301828,464.6857697972847,46,1,20,19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
283.6439614461752,216.6571436650841,59,346.4845798098894,151.8624701403395,55,0,21,17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
384.740023887029,104.308646717055,59,285.9417013367342,122.8195463974786,41,0,19,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
679.7017793215415,598.3894663354689,60,864.2483538189424,414.6120322141379,49,0,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1036.980541519021,202.5046943302271,60,566.65181185164,248.3694165440245,40,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
351.5425513371576,749.8220778403117,60,750.2002629724977,272.9532009909003,42,1,22,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1068.217298331082,728.3047381362096,60,1132.606092733291,513.9080716370886,52,0,20,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
305.4328529542978,258.6996167180403,60,202.3385028736657,169.9777148201555,47,1,21,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1412.031649375439,947.567928938965,60,1532.387317928847,688.3273445401558,50,1,19,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
493.3521437162989,748.9390675892406,61,713.9344468877136,353.2663844931672,42,0,18,17,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1201.509675613406,368.173237741237,61,754.3522514569983,523.4119718529829,49,1,20,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
493.3073809572214,738.3103875557116,62,884.0889058298023,367.8818611931542,41,1,22,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1082.009151764614,758.7372499133824,62,1060.654091617778,549.8372272248719,48,1,17,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
496.0318557142288,408.0036981258645,62,588.0554010261493,257.3435186969227,59,1,20,20,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1165.630707401907,438.0297062153133,62,915.9191659682756,457.4913106849441,55,0,17,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073.825193653248,423.1958568879701,62,834.5344012847289,439.8398333277005,56,0,19,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
738.3654050171158,654.9565991968667,62,899.444132367741,427.7676125521883,42,1,23,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1421.834873245809,910.3691318861614,63,1570.628554612525,774.0803483943655,50,0,21,19,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
824.1293546448569,255.8739126057289,63,480.5536294291812,340.2431585247512,46,0,19,20,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
721.548029921634,887.6796488526866,63,1159.900531693619,423.3611874616291,43,1,22,18,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
828.9796104295062,124.8878408548082,63,461.2815231165591,278.689521273302,48,0,18,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
507.4017801466561,694.3047363804002,63,847.0713711024468,345.3455092028536,52,0,19,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1041.933506362129,472.9949858707247,63,948.4514011170324,386.4936957061063,54,0,20,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
834.0858848016676,812.1533970092444,64,1043.935607923232,386.9709170753947,42,1,19,20,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
450.2156132785609,749.0783016378126,64,896.6832534770851,379.8350294165003,46,0,21,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
493.7606518780528,532.0970264306656,65,641.0164454979545,343.0994229309323,48,0,22,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1014.875087641632,679.4776330503371,65,996.8382236742484,547.9362054439949,50,0,21,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
539.3679877129796,551.5958176299507,65,601.5460016398441,315.6179875080964,43,0,22,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1397.99744337672,830.3666235596949,65,1373.978239967529,711.4964857700096,59,1,23,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1070.367256462155,528.4755873714088,67,904.1795748499469,497.9668799073046,43,1,20,23,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
619.4741939775136,570.8403909928682,67,744.2907593808608,393.4155335215956,57,1,18,21,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1176.606230145673,325.4685277754607,67,851.7025483632863,451.5193501358136,56,1,20,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1316.629037245443,644.5387151294251,67,1304.447141981879,474.0763301162543,40,1,23,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
677.967443636989,372.6143278028516,69,713.8236783859679,241.232275051874,58,0,18,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
975.6386526358638,619.5556130886838,69,917.6587588585452,410.8982826548954,91,1,22,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
810.2908934705754,252.7103040166629,70,464.1495465480793,317.4530828319218,29,1,19,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
573.2015973281892,243.5221831070429,70,367.0053621625734,159.1455105577665,77,1,18,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
449.6994813555958,475.3267670727942,71,523.9142474862913,219.8624116702306,35,0,20,22,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
773.7190264981966,484.1375635994867,71,1029.470873191004,424.4085175785394,95,0,20,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
769.6345264037401,341.2983384212852,71,506.5193927406881,281.8535128903687,11,1,17,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
605.3927560403022,218.437165330021,71,426.6661315358919,250.4257669013744,75,1,18,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
765.3573898210104,135.2894852925074,71,261.1485150687018,290.7175770559239,9,1,19,18,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
583.8852592664227,122.7086445590345,71,350.9664846779161,153.5316533644035,75,0,17,21,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
253.6537966821751,344.3952610058281,72,569.7770157480841,83.69433601087941,34,1,17,23,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1061.464808676842,515.6680979457434,72,835.8250396728629,476.8016504446735,71,0,20,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
529.2550648485769,753.6189531755143,73,1074.371555723176,422.346612056858,5,0,22,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
668.2692870728214,527.3845306426081,73,593.6531208830453,363.0030603244617,88,1,17,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
458.9271388735741,913.6457374917536,73,980.2625558464933,324.9101165500437,7,1,20,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
858.5947913620647,131.6978241178664,73,618.216463284298,304.8344735160234,73,0,20,19,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1019.705562087108,262.5945593865709,74,559.2966284170008,369.3850444876384,10,1,18,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377.218669338333,404.6630434931284,74,491.6695320520408,279.6615547110106,72,1,18,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1010.543756240415,619.7465692586102,75,1052.376616159315,530.706035970703,5,1,17,20,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1230.347241049084,867.4625421045482,75,1348.987974959401,608.2576410237472,93,0,22,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
405.3693730741025,415.1817567609188,76,653.4768511826595,133.613924328103,40,1,18,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
421.4211925949983,341.1898142539781,76,417.8092616349304,144.4970965154945,87,1,19,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
854.0517988015115,155.7002519586062,77,617.6391667054608,342.7109230369084,12,1,20,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
841.9692702362967,839.1731299282936,77,1168.125841050134,487.2134935830305,97,1,18,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1191.252847353149,441.6997988860111,77,1038.21418080855,508.309139241944,36,0,21,22,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
325.9119250121054,614.3951758752409,77,647.7000865644204,277.2206282769239,74,1,22,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
454.0385614066256,985.1998763540984,78,1017.056654672842,463.7152062425249,22,1,22,20,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
973.2094521425513,101.4351135438651,78,465.6436819681185,375.4627038761611,90,0,18,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
171.1575423596624,230.9051266289794,78,93.98393126201958,81.93946219777767,17,0,17,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1290.641492978011,801.1998946174199,78,1470.926236121928,592.7516443986012,88,0,20,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458.0851588963441,824.614736687054,78,996.7182754486764,364.1921466756713,20,0,22,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364.9329538989093,792.3224071294799,78,853.469199829648,256.6612597947591,76,1,21,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1304.706033117991,583.2990019385463,78,1020.929598730739,642.9428504046737,16,0,19,19,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
406.5857309672414,980.9712829207505,78,1063.900697909472,414.6045495058711,89,0,21,18,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1113.02197481377,456.5661039957885,78,748.1004200300456,467.2773217528967,1,1,18,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
613.3422365321886,641.7493283018011,78,652.1280857841211,379.9601183649847,78,0,20,23,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275.2090550606514,157.0321040939635,78,288.1866353343607,187.9508275095423,1,1,19,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
293.6670238349906,468.8717049166049,78,592.2738377150401,216.3368205101359,73,1,22,19,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
547.8124857856309,750.2500787589298,79,964.0586594524457,365.4446230785053,35,0,17,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
335.6405052587344,314.8649566936293,79,385.3086828472453,153.0788050206745,83,1,19,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1305.579266403572,949.4448301658337,81,1328.663992129477,669.7899165076317,5,0,21,23,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
604.1641291396627,718.1050308789602,81,787.4243045119274,358.8182644294037,93,1,22,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
435.3873494279061,358.8178445718143,85,560.7164508355869,246.4310482672619,26,1,19,19,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
981.2580439149743,792.0990304352707,85,1151.73859902813,485.0168506180232,75,1,17,21,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
632.5535656732891,174.8482946272982,86,537.8325352237821,270.0377659578376,20,0,20,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
592.0726573395327,977.2969802594109,86,1143.235244887428,397.7023754160743,95,0,20,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
